Duration,orig_bytes,resp_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,target
2.288818359375e-05,0.0,0.0,1,52,1,40,0
1.5020370483398438e-05,0.0,0.0,1,52,1,40,0
0.2123677730560302,2470.0,6795.0,12,2962,11,7247,0
3.1948089599609375e-05,0.0,0.0,1,52,1,40,0
2.694129943847656e-05,0.0,0.0,1,52,1,40,0
2.789497375488281e-05,0.0,0.0,1,52,1,40,0
2.384185791015625e-05,0.0,0.0,1,52,1,40,0
3.600120544433594e-05,0.0,0.0,1,52,1,40,0
182.2998080253601,3862.0,1752.0,17,4570,19,3522,1
110.0428249835968,1396.0,6816.0,14,1968,10,7228,0
0.0179519653320312,36.0,98.0,1,64,1,126,0
0.0001089572906494,31.0,47.0,1,59,1,75,0
0.0002131462097167,31.0,47.0,1,59,1,75,0
2.2736759185791016,816.0,0.0,12,1152,0,0,1
3.175696849822998,600.0,0.0,8,824,0,0,1
3.17590594291687,600.0,0.0,8,984,0,0,1
0.3547370433807373,1092.0,1172.0,9,2244,9,1636,0
3.0394060611724854,290.0,0.0,6,458,0,0,1
3.0380971431732178,290.0,0.0,6,578,0,0,1
2.384185791015625e-05,0.0,0.0,1,52,1,40,0
2.09808349609375e-05,0.0,0.0,1,52,1,40,0
0.0002610683441162,36.0,36.0,1,64,1,64,0
0.0001471042633056,31.0,47.0,1,59,1,75,0
0.0001318454742431,31.0,47.0,1,59,1,75,0
0.0151529312133789,35.0,81.0,1,63,1,109,0
0.0161540508270263,35.0,81.0,1,63,1,109,0
0.0225489139556884,49.0,65.0,1,77,1,93,0
0.0213730335235595,49.0,77.0,1,77,1,105,0
0.0193970203399658,34.0,50.0,1,62,1,78,0
101.58850502967834,2727.0,12839.0,16,3379,19,13611,0
40.8327100276947,6184.0,5222786.0,826,50440,3742,5559270,0
0.8933320045471191,125946.0,4908.0,95,129758,47,6800,1
6.017797946929932,411.0,0.0,3,495,0,0,1
0.0441260337829589,94.0,0.0,1,146,1,52,1
2.9834158420562744,0.0,0.0,3,156,0,0,0
0.0006830692291259,97.0,97.0,2,153,2,153,0
0.0219099521636962,97.0,171.0,2,153,2,227,0
0.0002508163452148,35.0,51.0,1,63,1,79,0
300.12856698036194,183.0,216.0,8,643,8,640,0
0.4934811592102051,5379.0,4905.0,12,5871,10,5317,1
0.2078731060028076,1239.0,4685.0,10,1767,9,5161,0
0.2102019786834716,939.0,4715.0,10,1467,9,5191,0
0.3207700252532959,1597.0,5980.0,12,2229,11,6560,0
4.001965045928955,6750.0,0.0,5,6890,0,0,1
339.3767340183258,23552.0,3854.0,42,25262,47,5864,1
0.2365219593048095,2699.0,6795.0,12,3191,12,7287,0
126.71496105194092,2378.0,6812.0,14,2950,11,7264,0
126.78749394416808,2321.0,6812.0,12,2813,11,7264,0
158.3107500076294,4850.0,9261.0,27,5992,24,11863,0
125.3388330936432,1444.0,6411.0,13,1978,16,7087,0
182.1853461265564,5614.0,7991.0,16,6266,15,8603,0
107.58213901519775,2747.0,6794.0,17,3439,12,7286,0
3.0172739028930664,700.0,0.0,4,812,0,0,1
0.024580955505371,556.0,4131.0,9,1020,7,4491,0
0.0105509757995605,524.0,4131.0,8,936,8,4531,0
0.0174450874328613,35.0,81.0,1,63,1,109,0
0.0199429988861084,35.0,81.0,1,63,1,109,0
3.0254220962524414,0.0,0.0,3,156,0,0,0
0.0002069473266601,32.0,48.0,1,60,1,76,0
0.0201849937438964,32.0,48.0,1,60,1,76,0
19.97970700263977,42.0,0.0,3,126,0,0,1
0.0174489021301269,53.0,292.0,1,81,1,320,0
0.0192899703979492,46.0,92.0,1,74,1,120,0
0.011531114578247,46.0,92.0,1,74,1,120,0
3.600120544433594e-05,32.0,0.0,2,128,0,0,1
0.0540828704833984,48.0,0.0,2,144,0,0,1
0.0193231105804443,39.0,264.0,1,67,1,292,0
0.5848150253295898,2467.0,6742.0,11,2919,10,7154,0
1.0346550941467283,196.0,0.0,2,292,0,0,1
0.0001661777496337,41.0,145.0,1,69,1,173,0
2.0046029090881348,16.0,0.0,3,160,0,0,1
0.0162968635559082,51.0,158.0,1,79,1,186,0
4.022623777389526,96.0,0.0,4,288,0,0,1
162.10309195518494,1527.0,4993.0,15,2151,16,6104,0
162.10919308662417,1477.0,5781.0,15,2101,17,7326,0
0.8516969680786133,684.0,7430.0,14,1304,16,8082,0
445.20128297805786,14811.0,190.0,21,15915,20,1268,1
4.950013875961304,1124.0,0.0,8,1348,0,0,1
4.9499831199646,1348.0,0.0,8,1572,0,0,1
159.36356711387634,24264.0,8154.0,46,26176,35,15771,1
0.012955904006958,36.0,258.0,1,64,1,286,0
12.005057096481323,1637.0,4857.0,11,2217,10,5385,0
11.81686806678772,2242.0,7166.0,12,2874,12,7798,0
10.612159013748167,2705.0,5847.0,15,3493,16,6687,0
7.911690950393677,2648.0,5155.0,15,3436,15,5943,0
9.396697998046877,1905.0,4831.0,11,2485,10,5359,0
5.448012113571167,1790.0,5817.0,15,2578,17,6709,0
630.817351102829,7336.0,4676.0,60,9770,72,8255,1
0.0124208927154541,197.0,3909.0,6,517,7,4269,0
0.0148119926452636,35.0,51.0,1,63,1,79,0
6.413459777832031e-05,5344.0,0.0,4,5456,0,0,1
299.981586933136,2083.0,4075.0,13,2767,14,4799,0
0.6931781768798828,2471.0,6706.0,10,2883,10,7118,0
0.0231971740722656,42.0,102.0,1,70,1,130,0
0.532059907913208,2339.0,6176.0,10,2751,9,6548,0
0.0135390758514404,30.0,94.0,1,58,1,122,0
0.5230059623718262,2926.0,7060.0,11,3378,10,7472,0
0.0251109600067138,524.0,4161.0,8,912,7,4521,0
158.57356595993042,7961.0,9047.0,66,10637,47,11540,0
0.0003201961517333,39.0,39.0,1,67,1,67,0
0.4147109985351562,78.0,0.0,2,174,0,0,1
0.4146199226379394,78.0,0.0,2,134,0,0,1
0.000288963317871,44.0,44.0,1,72,1,72,0
0.4222960472106933,88.0,0.0,2,184,0,0,1
0.4223039150238037,88.0,0.0,2,144,0,0,1
591.150309085846,91749.0,257489.0,179,98981,329,274714,0
259.9266459941864,154072.0,74369.0,198,162076,176,86767,1
159.52783918380737,4194.0,7232.0,19,4978,14,8274,0
0.0003080368041992,44.0,44.0,1,72,1,72,0
0.4128110408782959,88.0,0.0,2,184,0,0,1
0.4128458499908447,88.0,0.0,2,144,0,0,1
0.0194110870361328,42.0,170.0,1,70,1,198,0
66.29060006141663,4346.0,8337.0,10,4758,16,8989,0
0.0002260208129882,61.0,115.0,1,89,1,143,0
47.361186027526855,7453.0,6493628.0,786,48333,4518,6728560,0
0.2074110507965088,7.0,14.0,1,35,2,70,0
0.0156941413879394,39.0,187.0,1,67,1,215,0
2.9844419956207275,385.0,0.0,5,525,0,0,1
0.0252711772918701,41.0,137.0,1,69,1,165,0
241.0379719734192,13057.0,4116.0,36,14937,48,6620,1
3.028549909591675,290.0,0.0,6,458,0,0,1
3.028175115585327,290.0,0.0,6,578,0,0,1
7.723302125930786,13928.0,7536.0,22,14832,16,8810,1
8.101040124893188,1493.0,6908.0,11,1945,10,7320,0
11.846554040908812,24611.0,246969.0,55,26823,213,255501,0
8.284932851791382,18812.0,13691.0,35,20224,34,15063,1
0.0198428630828857,35.0,81.0,1,63,1,109,0
0.0212209224700927,35.0,81.0,1,63,1,109,0
0.0163660049438476,34.0,50.0,1,62,1,78,0
0.1400380134582519,7.0,14.0,1,35,2,70,0
109.9755220413208,355.0,234.0,8,699,7,760,1
0.6403779983520508,5549.0,8185.0,16,6201,17,8877,0
3.015660047531128,0.0,0.0,3,156,0,0,0
1.223477125167847,10892.0,7271.0,17,11584,13,7803,1
0.633857011795044,10316.0,7271.0,16,10968,13,7803,1
0.0114989280700683,524.0,4131.0,8,948,7,4491,0
0.0104060173034667,524.0,4131.0,7,896,7,4491,0
19.96437788009644,42.0,0.0,3,126,0,0,1
0.5610098838806152,2461.0,6760.0,12,2953,11,7212,0
0.0177500247955322,41.0,145.0,1,69,1,173,0
0.0002200603485107,51.0,105.0,1,79,1,133,0
0.0222828388214111,55.0,293.0,1,83,1,321,0
21.168444871902462,0.0,0.0,1,52,6,300,0
0.0002210140228271,35.0,51.0,1,63,1,79,0
270.1461489200592,5265.0,356674.0,112,9808,296,369827,0
0.0166590213775634,46.0,92.0,1,74,1,120,0
0.0164399147033691,46.0,92.0,1,74,1,120,0
0.01904296875,27.0,171.0,1,55,1,199,0
0.0001931190490722,29.0,45.0,1,57,1,73,0
0.018273115158081,29.0,45.0,1,57,1,73,0
2.9871702194213867,0.0,0.0,3,156,0,0,0
0.0236179828643798,32.0,96.0,1,60,1,124,0
0.0229780673980712,39.0,55.0,1,67,1,83,0
5.033401012420654,5260.0,20401.0,23,6192,32,21693,0
3.095174789428711,0.0,0.0,0,0,7,364,0
0.0124821662902832,35.0,131.0,1,63,1,159,0
3.107084035873413,0.0,0.0,0,0,7,364,0
18.167101860046387,0.0,0.0,10,280,0,0,0
0.0066559314727783,0.0,0.0,7,280,7,364,0
0.0153851509094238,31.0,175.0,1,59,1,203,0
0.0170071125030517,34.0,141.0,1,62,1,169,0
4.040136098861694,0.0,0.0,0,0,2,104,0
4.040135145187378,0.0,0.0,0,0,2,104,0
0.0194950103759765,43.0,146.0,1,71,1,174,0
0.0001609325408935,54.0,70.0,1,82,1,98,0
0.0179040431976318,54.0,82.0,1,82,1,110,0
0.0374200344085693,44.0,188.0,1,72,1,216,0
0.0269420146942138,35.0,142.0,1,63,1,170,0
7.020998954772949,116.0,0.0,4,228,0,0,1
0.0548150539398193,0.0,0.0,1,40,1,52,0
0.0002200603485107,32.0,48.0,1,60,1,76,0
0.0155079364776611,32.0,48.0,1,60,1,76,0
0.0169949531555175,39.0,192.0,1,67,1,220,0
19.96920394897461,42.0,0.0,3,126,0,0,1
8.063968181610107,0.0,0.0,5,140,0,0,0
123.65741419792175,3077.0,6740.0,16,3731,15,7376,0
0.3849790096282959,876.0,6147.0,14,2129,11,6739,0
0.0235819816589355,48.0,48.0,1,76,1,76,0
0.004997968673706,470.0,0.0,5,610,0,0,1
0.0832970142364502,0.0,0.0,1,40,1,52,0
0.0214910507202148,35.0,81.0,1,63,1,109,0
0.0183479785919189,35.0,81.0,1,63,1,109,0
0.0259771347045898,58.0,98.0,1,86,1,126,0
0.0309700965881347,58.0,110.0,1,86,1,138,0
119.12522196769714,33048.0,0.0,25,33748,0,0,1
6.890296936035156e-05,5456.0,0.0,4,5568,0,0,1
3.01648497581482,0.0,0.0,3,156,0,0,0
118.4500288963318,26025.0,8953.0,31,27277,21,9805,1
8.059966087341309,0.0,0.0,5,140,0,0,0
0.0178430080413818,35.0,51.0,1,63,1,79,0
50.98809599876404,6607.0,6736188.0,1024,59863,4683,6979700,0
61.01724100112915,644.0,4343.0,14,1216,15,4955,0
0.0002250671386718,154.0,0.0,2,210,0,0,1
0.0181481838226318,60.0,155.0,1,88,1,183,0
0.0003049373626708,39.0,39.0,1,67,1,67,0
0.4173421859741211,78.0,0.0,2,174,0,0,1
0.4173169136047363,78.0,0.0,2,134,0,0,1
64.81936287879944,581.0,4937.0,9,1057,7,5309,0
64.86075782775879,615.0,453.0,6,935,4,669,1
45.379546880722046,3663.0,1356.0,13,4347,13,2040,1
64.86075782775879,581.0,4937.0,9,1057,7,5309,0
64.86075782775879,613.0,453.0,6,933,4,669,1
68.45869994163513,1693.0,4905.0,15,2481,14,5641,0
47.77030301094055,11627.0,1903.0,16,12467,14,2639,1
49.31526303291321,1961.0,4879.0,15,2749,14,5615,0
0.0003530979156494,44.0,44.0,1,72,1,72,0
0.4154920578002929,88.0,0.0,2,184,0,0,1
0.4155158996582031,88.0,0.0,2,144,0,0,1
63.71729302406311,1363.0,3101.0,15,1975,11,3553,0
0.9093480110168456,0.0,0.0,1,40,1,52,0
0.0003261566162109,44.0,44.0,1,72,1,72,0
0.4137778282165527,88.0,0.0,2,184,0,0,1
0.4137530326843261,88.0,0.0,2,144,0,0,1
0.0065860748291015,34.0,50.0,1,62,1,78,0
3.021365165710449,290.0,0.0,6,458,0,0,1
3.0211970806121826,290.0,0.0,6,578,0,0,1
0.0171129703521728,39.0,187.0,1,67,1,215,0
0.021461009979248,41.0,145.0,1,69,1,173,0
0.0215039253234863,35.0,81.0,1,63,1,109,0
0.0196259021759033,35.0,81.0,1,63,1,109,0
0.1564979553222656,1092.0,1172.0,8,1516,7,1532,0
0.0189869403839111,40.0,85.0,1,68,1,113,0
0.3181319236755371,147599.0,1326.0,212,299858,111,7082,1
0.3045339584350586,150367.0,1326.0,215,305550,114,7226,1
0.355104923248291,144051.0,1326.0,207,292502,108,6938,1
0.2647528648376465,43394.0,1326.0,66,86538,24,2546,1
0.0198750495910644,49.0,171.0,1,77,1,199,0
0.012380838394165,46.0,92.0,1,74,1,120,0
0.0215110778808593,46.0,92.0,1,74,1,120,0
0.5733239650726318,805.0,4639.0,13,1337,17,5331,0
0.0002539157867431,35.0,51.0,1,63,1,79,0
0.4668440818786621,0.0,0.0,1,40,1,52,0
41.67566585540772,6607.0,5470595.0,636,40755,3903,5787939,0
3.0120179653167725,700.0,0.0,4,812,0,0,1
63.07720589637756,581.0,4213.0,12,1098,12,4717,0
103.38332200050354,1061.0,4928.0,11,1513,12,5420,0
103.38855719566344,1086.0,4534.0,11,1538,12,5026,0
82.5719940662384,9623.0,6741.0,19,10395,13,7273,1
103.7737431526184,687.0,261.0,11,1151,8,631,1
103.98518395423888,16741.0,5513.0,32,18057,27,8540,1
99.71112608909608,26106.0,25842.0,42,27798,66,28494,1
0.0307478904724121,32.0,48.0,1,60,1,76,0
0.7503819465637207,77887.0,4908.0,63,80419,34,6280,1
299.18764209747314,2345.0,9467.0,39,3992,48,11627,0
0.0304329395294189,51.0,151.0,1,79,1,179,0
0.0225839614868164,35.0,81.0,1,63,1,109,0
0.0236790180206298,35.0,81.0,1,63,1,109,0
271.7101140022278,14320.0,70983.0,26,15372,66,73635,0
452.22982597351074,358408.0,34921.0,344,372193,11,10339,1
0.0610420703887939,197.0,3909.0,6,517,7,4269,0
7.796287536621094e-05,5716.0,0.0,5,5856,0,0,1
119.50505900382996,30900.0,0.0,23,31544,0,0,1
0.2608990669250488,0.0,0.0,1,40,1,52,0
3.0078611373901367,3072.0,0.0,6,3240,0,0,1
26.558223962783813,1521.0,8034.0,15,2309,15,8822,0
159.0169370174408,8012.0,0.0,6,8180,0,0,1
159.01697301864624,6576.0,0.0,12,6912,0,0,1
0.8288428783416748,1905.0,4831.0,11,2485,10,5359,0
50.14592099189758,1665.0,4881.0,16,2541,15,5741,0
2.0191080570220947,8611.0,1797.0,18,9531,17,2689,1
0.0139291286468505,35.0,51.0,1,63,1,79,0
122.19231605529784,2210.0,5993.0,12,2702,14,6565,0
0.0152928829193115,53.0,107.0,1,81,1,135,0
0.017313003540039,41.0,145.0,1,69,1,173,0
0.0141820907592773,51.0,105.0,1,79,1,133,0
0.0002861022949218,39.0,39.0,1,67,1,67,0
0.4159529209136963,78.0,0.0,2,174,0,0,1
0.4159979820251465,78.0,0.0,2,134,0,0,1
0.0002129077911376,44.0,44.0,1,72,1,72,0
0.4253249168395996,88.0,0.0,2,184,0,0,1
0.4252638816833496,88.0,0.0,2,144,0,0,1
0.000248908996582,44.0,44.0,1,72,1,72,0
0.4116969108581543,88.0,0.0,2,184,0,0,1
0.4116649627685547,88.0,0.0,2,144,0,0,1
0.0145959854125976,48.0,170.0,1,76,1,198,0
127.95595788955688,2525.0,6762.0,10,2937,10,7174,0
61.796884059906006,4602.0,5888.0,13,5134,11,6340,0
0.0200409889221191,46.0,92.0,1,74,1,120,0
0.0160892009735107,46.0,92.0,1,74,1,120,0
2.011604070663452,797.0,25171.0,26,2157,26,26507,0
0.0180420875549316,34.0,50.0,1,62,1,78,0
0.0385100841522216,47.0,111.0,1,75,1,139,0
0.0644659996032714,47.0,128.0,1,75,1,156,0
4352.0443868637085,1902255.0,1649933.0,2413,2022789,2531,1796249,1
0.0293750762939453,524.0,3912.0,7,896,8,4312,0
1.0108890533447266,524.0,4131.0,8,924,8,4539,0
0.0068950653076171,524.0,4131.0,8,948,8,4531,0
3.0154449939727783,290.0,0.0,6,458,0,0,1
3.0154449939727783,290.0,0.0,6,578,0,0,1
241.4591329097748,56367.0,5095.0,75,60275,91,9835,1
0.0241179466247558,32.0,48.0,1,60,1,76,0
0.0241029262542724,32.0,48.0,1,60,1,76,0
0.0274059772491455,45.0,61.0,1,73,1,89,0
0.042212963104248,0.0,0.0,1,40,1,52,0
43.56574106216431,5761.0,5936182.0,734,43937,4125,6150678,0
0.0014169216156005,286.0,300.0,1,314,1,328,0
0.0189259052276611,37.0,188.0,1,65,1,216,0
0.0148451328277587,49.0,170.0,1,77,1,198,0
0.0127749443054199,35.0,81.0,1,63,1,109,0
0.0142281055450439,35.0,81.0,1,63,1,109,0
0.0218760967254638,35.0,51.0,1,63,1,79,0
60.83533406257629,1826.0,7286.0,14,2586,15,8136,0
3.0245509147644043,0.0,0.0,3,156,0,0,0
0.0183718204498291,36.0,245.0,1,64,1,273,0
20.02714800834656,1637.0,4857.0,10,2165,10,5385,0
0.8496420383453369,15050.0,6355.0,31,16670,37,8287,1
1.1745810508728027,1905.0,4831.0,11,2485,10,5359,0
182.35782194137573,5614.0,7991.0,16,6266,15,8603,0
2.888153076171875,385.0,0.0,5,525,0,0,1
0.0004239082336425,41.0,145.0,1,69,1,173,0
161.8529040813446,1070.0,7928.0,20,1882,19,8700,0
0.0239119529724121,51.0,157.0,1,79,1,185,0
161.85969710350037,1736.0,5179.0,21,2588,21,6031,0
161.87686800956726,1044.0,6345.0,11,1496,13,6877,0
161.87868118286133,1880.0,6611.0,13,2412,15,7223,0
6.393476963043213,4592.0,0.0,7,4788,0,0,1
7.581082105636597,4592.0,0.0,7,4928,0,0,1
62.07994794845581,4807.0,1530.0,12,5311,9,3291,1
62.08272314071655,4807.0,1530.0,12,5311,9,3291,1
62.08340501785278,4807.0,1530.0,12,5311,9,3291,1
62.08306813240051,4807.0,1530.0,12,5311,9,3291,1
62.08287215232849,4807.0,1530.0,12,5311,9,3291,1
240.10426592826843,1211.0,1426.0,18,1948,18,2218,0
0.0074489116668701,46.0,179.0,1,74,1,207,0
10.022655010223389,135.0,0.0,3,219,0,0,1
0.0442190170288085,561.0,4146.0,8,985,7,4506,0
0.0140979290008544,524.0,4146.0,8,948,8,4546,0
0.0148310661315917,33.0,161.0,1,61,1,189,0
7.295608520507812e-05,5556.0,0.0,5,5696,0,0,1
0.0142688751220703,52.0,114.0,1,80,1,142,0
0.0124480724334716,94.0,156.0,1,122,1,184,0
0.0044050216674804,220.0,0.0,4,332,0,0,1
0.0024309158325195,220.0,0.0,4,412,0,0,1
3.017422914505005,0.0,0.0,3,156,0,0,0
0.0183320045471191,56.0,110.0,1,84,1,138,0
0.0215201377868652,61.0,115.0,1,89,1,143,0
6.665323972702026,613.0,453.0,6,933,4,669,1
6.663657903671265,615.0,453.0,6,935,4,669,1
6.619995832443237,581.0,4937.0,9,1057,7,5309,0
9.0170419216156,1637.0,4857.0,11,2217,10,5385,0
32.004217863082886,0.0,0.0,1,52,6,312,0
32.00696086883545,0.0,0.0,1,52,6,312,0
0.0197479724884033,35.0,81.0,1,63,1,109,0
0.0196328163146972,35.0,81.0,1,63,1,109,0
2.694129943847656e-05,16.0,0.0,2,112,0,0,1
0.0103621482849121,35.0,51.0,1,63,1,79,0
44.54930400848389,6607.0,5865309.0,666,41523,4106,6111992,0
0.0154218673706054,46.0,92.0,1,74,1,120,0
0.0325360298156738,46.0,92.0,1,74,1,120,0
0.0178401470184326,41.0,145.0,1,69,1,173,0
0.0181231498718261,34.0,115.0,1,62,1,143,0
0.0002548694610595,39.0,39.0,1,67,1,67,0
0.4117510318756103,78.0,0.0,2,174,0,0,1
0.4117310047149658,78.0,0.0,2,134,0,0,1
0.0002729892730712,44.0,44.0,1,72,1,72,0
0.4114429950714111,88.0,0.0,2,184,0,0,1
0.4113931655883789,88.0,0.0,2,144,0,0,1
7.7311389446258545,1637.0,4857.0,11,2217,10,5385,0
6.508785963058472,1905.0,4831.0,11,2485,10,5359,0
0.0002551078796386,44.0,44.0,1,72,1,72,0
0.4122679233551025,88.0,0.0,2,184,0,0,1
0.4121580123901367,88.0,0.0,2,144,0,0,1
6.189529895782471,4592.0,0.0,7,4928,0,0,1
7.513676881790161,4592.0,0.0,7,4788,0,0,1
0.0160629749298095,34.0,50.0,1,62,1,78,0
0.6367409229278564,2036.0,4626.0,14,2608,15,5238,0
157.1041829586029,4600.0,5888.0,13,5132,12,6380,0
3.0216758251190186,0.0,0.0,3,156,0,0,0
3.018422842025757,290.0,0.0,6,458,0,0,1
3.017993927001953,290.0,0.0,6,578,0,0,1
9.459094047546388,2365.0,0.0,20,2925,0,0,1
0.009272813796997,524.0,4146.0,9,964,8,4546,0
0.0138261318206787,2502.0,0.0,8,2726,0,0,1
170.1010890007019,923.0,5214.0,20,1759,19,6064,0
5277.032995939255,1234888.0,9951627.0,2560,1341096,8054,10305463,0
710.5619051456451,19612.0,48384.0,59,22010,88,52123,0
0.0152919292449951,35.0,81.0,1,63,1,109,0
0.0166521072387695,35.0,81.0,1,63,1,109,0
89.8014190196991,5534.0,6796.0,19,6306,13,7328,0
0.015726089477539,46.0,181.0,1,74,1,209,0
3.015160083770752,700.0,0.0,4,812,0,0,1
0.0124299526214599,35.0,51.0,1,63,1,79,0
1.811981201171875e-05,0.0,0.0,1,52,1,40,0
1.7881393432617188e-05,0.0,0.0,1,52,1,40,0
2.789497375488281e-05,0.0,0.0,1,52,1,40,0
1.71661376953125e-05,0.0,0.0,1,52,1,40,0
3.0040740966796875e-05,0.0,0.0,1,52,1,40,0
0.0049149990081787,0.0,0.0,2,92,0,0,0
0.0062911510467529,0.0,0.0,2,92,0,0,0
0.0062899589538574,0.0,0.0,2,92,0,0,0
1.5020370483398438e-05,0.0,0.0,1,52,1,40,0
190.9371428489685,8304.0,5806.0,47,11524,45,8067,1
0.0012409687042236,0.0,0.0,2,92,0,0,0
1.4066696166992188e-05,0.0,0.0,1,52,1,40,0
0.596268892288208,22219.0,4907.0,24,23191,15,5519,1
124.21431303024292,5556.0,7535.0,15,6170,18,8291,0
1.3113021850585938e-05,0.0,0.0,1,52,1,40,0
240.897203207016,2179.0,5835.0,19,3199,22,7133,0
0.3448798656463623,2698.0,6741.0,11,3150,11,7193,0
2.789497375488281e-05,0.0,0.0,1,52,1,40,0
3.3855438232421875e-05,0.0,0.0,1,52,1,40,0
1.1920928955078123e-05,0.0,0.0,1,52,1,40,0
3.2901763916015625e-05,0.0,0.0,1,52,1,40,0
3.886222839355469e-05,0.0,0.0,1,52,1,40,0
3.504753112792969e-05,0.0,0.0,1,52,1,40,0
4.100799560546875e-05,0.0,0.0,1,52,1,40,0
4.100799560546875e-05,0.0,0.0,1,52,1,40,0
4.696846008300781e-05,0.0,0.0,1,52,1,40,0
2.47955322265625e-05,0.0,0.0,1,52,1,40,0
3.600120544433594e-05,0.0,0.0,1,52,1,40,0
2.9802322387695312e-05,0.0,0.0,1,52,1,40,0
1.4066696166992188e-05,0.0,0.0,1,52,1,40,0
2.5033950805664062e-05,0.0,0.0,1,52,1,40,0
3.4809112548828125e-05,0.0,0.0,1,52,1,40,0
4.1961669921875e-05,0.0,0.0,1,52,1,40,0
2.694129943847656e-05,0.0,0.0,1,52,1,40,0
1.5974044799804688e-05,0.0,0.0,1,52,1,40,0
1.5974044799804688e-05,0.0,0.0,1,52,1,40,0
6.9141387939453125e-06,0.0,0.0,1,52,1,40,0
3.814697265625e-05,0.0,0.0,1,52,1,40,0
4.220008850097656e-05,0.0,0.0,1,52,1,40,0
1.1920928955078123e-05,0.0,0.0,1,52,1,40,0
4.506111145019531e-05,0.0,0.0,1,52,1,40,0
3.695487976074219e-05,0.0,0.0,1,52,1,40,0
4.601478576660156e-05,0.0,0.0,1,52,1,40,0
1.883506774902344e-05,0.0,0.0,1,52,1,40,0
2.384185791015625e-05,0.0,0.0,1,52,1,40,0
2.813339233398437e-05,0.0,0.0,1,52,1,40,0
3.409385681152344e-05,0.0,0.0,1,52,1,40,0
1.1920928955078123e-05,0.0,0.0,1,52,1,40,0
1.5974044799804688e-05,0.0,0.0,1,52,1,40,0
0.4225790500640869,111.0,645.0,6,363,6,897,0
3.2901763916015625e-05,0.0,0.0,1,52,1,40,0
4.00543212890625e-05,0.0,0.0,1,52,1,40,0
1.1920928955078123e-05,0.0,0.0,1,52,1,40,0
2.9087066650390625e-05,0.0,0.0,1,52,1,40,0
1.0013580322265623e-05,0.0,0.0,1,52,1,40,0
3.790855407714844e-05,0.0,0.0,1,52,1,40,0
4.38690185546875e-05,0.0,0.0,1,52,1,40,0
2.8848648071289062e-05,0.0,0.0,1,52,1,40,0
3.1948089599609375e-05,0.0,0.0,1,52,1,40,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
5.412101745605469e-05,0.0,0.0,1,52,1,40,0
1.6927719116210938e-05,0.0,0.0,1,52,1,40,0
7.867813110351562e-06,0.0,0.0,1,52,1,40,0
6.198883056640625e-06,0.0,0.0,1,52,1,40,0
1.6927719116210938e-05,0.0,0.0,1,52,1,40,0
2.5033950805664062e-05,0.0,0.0,1,52,1,40,0
9.059906005859377e-06,0.0,0.0,1,52,1,40,0
1.2874603271484377e-05,0.0,0.0,1,52,1,40,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
1.5020370483398438e-05,0.0,0.0,1,52,1,40,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
1.3828277587890623e-05,0.0,0.0,1,52,1,40,0
0.5612969398498535,120.0,0.0,6,456,0,0,1
1.2874603271484377e-05,0.0,0.0,1,52,1,40,0
1.9788742065429688e-05,0.0,0.0,1,52,1,40,0
2.384185791015625e-05,0.0,0.0,1,52,1,40,0
9.059906005859377e-06,0.0,0.0,1,52,1,40,0
1.1920928955078123e-05,0.0,0.0,1,52,1,40,0
5.0067901611328125e-06,0.0,0.0,1,52,1,40,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
1.3218140602111816,101.0,171.0,3,233,2,422,0
0.3150429725646972,676.0,7190.0,9,1048,13,7722,0
3.0040740966796875e-05,0.0,0.0,1,52,1,40,0
1.162688970565796,0.0,0.0,4,172,3,132,0
0.1461188793182373,3698.0,4055.0,10,4110,2,3000,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
2.312660217285156e-05,0.0,0.0,1,52,1,40,0
2.9802322387695312e-05,0.0,0.0,1,52,1,40,0
5.3882598876953125e-05,0.0,0.0,1,52,1,40,0
1.3113021850585938e-05,0.0,0.0,1,52,1,40,0
1.71661376953125e-05,0.0,0.0,1,52,1,40,0
5.0067901611328125e-06,0.0,0.0,1,52,1,40,0
3.0040740966796875e-05,0.0,0.0,1,52,1,40,0
1.4066696166992188e-05,0.0,0.0,1,52,1,40,0
1.6927719116210938e-05,0.0,0.0,1,52,1,40,0
1.0967254638671877e-05,0.0,0.0,1,52,1,40,0
1.3828277587890623e-05,0.0,0.0,1,52,1,40,0
1.3828277587890623e-05,0.0,0.0,1,52,1,40,0
4.911422729492188e-05,0.0,0.0,1,52,1,40,0
5.602836608886719e-05,0.0,0.0,1,52,1,40,0
1.5020370483398438e-05,0.0,0.0,1,52,1,40,0
3.814697265625e-05,0.0,0.0,1,52,1,40,0
1.621246337890625e-05,0.0,0.0,1,52,1,40,0
2.7179718017578125e-05,0.0,0.0,1,52,1,40,0
3.0994415283203125e-05,0.0,0.0,1,52,1,40,0
5.412101745605469e-05,0.0,0.0,1,52,1,40,0
2.288818359375e-05,0.0,0.0,1,52,1,40,0
1.9073486328125e-05,0.0,0.0,1,52,1,40,0
